id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
2499,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.2,0.2,-1,8,1,-1,0,1,6,1,1,0,1,104,2,0.374165739,0.808215819,0.393192065,3.464101615,0,0,0.4,1,1,9,2,9,4,10,9,0,3,8,0,1,0,0,0,1
2500,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0.4,0,0.721110255,10,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.691178177,0.36152455,3.16227766,0.8,0.3,0.8,4,4,10,2,9,2,9,2,2,0,11,0,0,0,0,1,0
2501,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.2,0.2,-1,4,1,-1,0,1,11,1,1,0,1,103,1,0.316227766,0.567599702,0.358329457,2.645751311,0.4,0.9,0.8,4,2,9,4,10,2,8,8,4,3,7,0,1,0,1,1,0
2502,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0.3,0.2,-1,5,1,1,0,1,0,1,1,2,1,34,2,0.4,0.815880602,0.314483704,3.31662479,0.7,0.5,0.1,0,1,10,3,11,2,10,7,1,4,11,1,0,1,0,0,1
2504,0,7,1,4,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,1.7,2.017269194,6,0,-1,8,1,9,1,1,0,1,13,3,0.447213595,0.867014923,0.467974358,2.645751311,0,0.4,0.2,4,1,9,3,10,3,4,4,1,4,9,0,1,1,0,1,0
2510,0,2,1,8,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.3,0.523808171,6,1,-1,0,1,0,1,1,0,1,62,3,0.4,0.775476393,0.382622529,2.828427125,0.5,0.1,0.9,3,1,7,3,6,4,10,6,2,3,8,0,1,0,0,0,0
2511,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.3,0.733995913,8,1,-1,0,1,1,1,1,0,1,65,1,0.316227766,0.617328957,0.352136337,3.16227766,0.5,0.2,0,3,1,7,1,9,3,7,5,2,2,8,0,0,0,1,0,0
2512,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.3,0.677772086,7,1,-1,0,-1,11,1,0,2,1,17,2,0.374165739,0.964450771,0.390384426,3.605551276,0.2,0.7,0,2,2,6,2,11,3,9,4,1,2,6,0,1,1,1,0,0
2513,0,5,1,9,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,0.4,0.837406711,7,1,-1,0,-1,0,1,1,2,1,39,1,0.316227766,0.676731022,0.374432905,3,0.7,0.8,0,3,2,7,3,9,1,9,7,2,0,11,1,1,0,0,1,0
2516,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9,1.2,1.37113092,10,1,-1,0,0,11,1,1,0,1,101,3,0.374165739,0.783230753,0.38509739,3.31662479,0.2,0.2,0.7,2,5,9,4,8,5,15,6,1,2,10,0,0,1,0,1,0
2517,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.4,0,0.410030487,9,1,0,0,1,0,1,1,2,1,34,2,0.4,0.783436486,0.314483704,3,0.9,0.1,0.5,1,3,7,4,9,3,2,2,1,3,4,0,0,1,0,0,0
2518,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.5,1.090871212,11,1,1,0,1,4,1,1,2,1,104,2,0.4,0.739974313,0.323264598,3.16227766,0.8,0,0.8,2,3,8,2,11,1,5,9,2,6,7,1,1,1,0,0,0
2519,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0.9,0.2,0.673145601,11,1,1,8,1,14,1,0,-1,1,18,2,0.5,1.282043823,-1,3.605551276,0,0.8,0,3,3,10,2,9,2,10,10,1,2,13,0,1,0,0,0,0
2520,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.8,0.988053642,11,1,-1,0,-1,0,1,1,2,1,39,3,0.316069613,0.687055642,0.374432905,3,0.8,0.5,0.8,4,2,8,3,9,0,8,8,2,4,12,0,1,1,0,0,0
2525,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.4,0.766485486,7,1,-1,0,-1,10,1,1,2,1,83,2,0.408411557,0.670281179,0.397492138,2,0.7,0.4,0.1,2,2,7,3,7,4,5,1,4,4,7,0,0,1,1,0,1
2528,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0.3,0.701338007,7,0,-1,1,-1,0,1,1,2,1,75,2,0.447213595,1.159803702,0.444072066,3.605551276,0,0.7,0.3,1,1,6,1,8,3,11,6,2,3,4,0,1,0,0,0,1
2533,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.2,0.561248608,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.75132115,0.368510515,3.605551276,0.3,0.4,0.8,3,2,8,3,11,2,8,10,1,2,5,1,0,1,1,1,0
2538,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.3,0.2,-1,7,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.64478198,0.368781778,3,0.6,0,0.6,0,1,7,4,8,3,5,7,2,0,10,1,1,0,1,0,0
2540,0,6,1,5,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0.9,0.6,0.913099118,7,0,1,0,0,11,1,1,2,1,30,3,0.447213595,0.907987967,0.374833296,3.31662479,0.7,0.9,0.1,2,2,9,4,10,3,14,5,1,3,7,0,0,0,0,0,0
2541,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,0.2,0.760756203,11,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.719575747,0.375499667,3.31662479,0.6,0.3,0.6,1,2,8,4,12,3,13,5,0,6,3,0,1,1,0,1,0
2543,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,-1,4,1,-1,0,0,11,1,1,0,1,103,1,0.316227766,0.491287733,0.330756708,1.414213562,0.2,0.2,0.4,2,4,4,2,9,3,4,4,0,2,8,0,1,0,1,0,0
2544,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.3,0,0.50559371,7,1,-1,0,-1,0,1,1,2,1,104,2,0.422018957,0.554415037,0.387298335,1.414213562,0.5,0.3,0.3,2,2,6,5,9,2,7,4,1,2,8,0,0,0,1,0,1
2547,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1,11,1,0,2,1,1,1,1,3,1,90,0,0.424264069,0.704046744,0.261725047,2.449489743,0.8,0.2,0.9,2,2,7,2,11,5,10,7,1,2,2,0,1,0,0,1,0
2551,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.1,0.547151716,7,1,-1,0,-1,1,1,0,2,1,51,2,0.374165739,0.92047138,0.401746189,3.741657387,0.6,0.3,0.9,3,3,9,0,7,4,10,5,1,3,4,1,0,0,0,1,0
2553,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.2,-1,7,1,1,0,1,0,1,1,2,1,43,1,0.399374511,0.401906613,-1,0,0.5,0.1,0.9,4,3,8,4,12,3,12,4,1,2,7,1,0,1,1,1,0
2556,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.7,0.880340843,11,1,-1,2,-1,1,1,1,2,1,1,0,0.424264069,0.946039046,0.430813185,3.464101615,0.5,0.9,0.4,1,2,7,5,9,3,9,5,1,5,11,0,1,1,0,0,0
2557,0,5,1,11,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.4,0.3,0.681450659,7,1,-1,0,-1,0,1,1,2,1,32,1,0.316069613,0.402856536,0.361939221,0,0.2,0.5,0.1,3,2,7,1,8,2,5,3,1,4,9,0,1,1,0,1,0
2559,0,0,4,10,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.4,0.785811682,7,1,1,0,0,1,1,0,0,1,80,3,0.316227766,0.815308085,-1,3.605551276,0.3,0.5,0.7,1,0,10,1,8,4,6,8,0,1,2,0,0,1,1,0,0
2561,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.4,0.988053642,7,1,1,0,0,0,1,0,1,1,22,3,0.316227766,0.845063448,0.310322413,3.741657387,0.7,0.1,0.8,2,1,8,5,8,0,7,4,0,2,10,1,1,1,0,0,0
2562,0,5,1,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0.2,-1,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.725865115,0.368510515,3.464101615,0.7,0.1,0,2,1,8,1,6,3,12,7,1,2,8,0,1,0,0,0,1
2566,0,6,1,6,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.2,0.3,-1,8,0,-1,0,1,10,1,1,0,1,28,3,0.374165739,0.890746739,0.382099464,3.16227766,0.4,0.4,0.1,1,3,7,5,9,2,8,6,0,1,4,0,1,0,0,1,0
2567,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9,1.8,1.74982142,10,1,-1,1,0,5,1,1,0,1,104,2,0.424264069,1.451146597,0.442718872,3.464101615,0.5,0.5,0.5,4,3,7,2,8,2,7,4,2,2,6,1,0,0,1,1,0
2568,0,0,2,0,1,-1,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.8,1.339076174,10,1,1,1,0,17,-1,0,0,1,104,3,0.331662479,0.716536954,0.29664794,3.605551276,0.1,0.3,0,2,1,7,1,8,3,12,2,1,1,5,0,1,1,0,1,0
2569,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0.55789784,6,1,-1,0,1,0,1,1,0,1,62,3,0.4,0.770035418,0.382622529,2.828427125,0.5,0.2,0.7,2,3,8,3,9,3,5,9,2,2,4,0,0,1,0,1,0
2570,0,5,1,4,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.3,0,1.757306177,11,0,0,0,0,3,0,1,2,1,15,3,0.424264069,0.855886279,0.345398321,3.16227766,0.2,0.1,0.1,4,1,6,2,12,4,5,5,2,3,8,0,0,0,0,1,0
2572,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.4,0.628490255,10,1,-1,0,0,4,0,1,0,1,9,2,0.316227766,0.633972781,0.394334883,2.828427125,0,0.3,0.5,2,3,9,2,10,3,7,6,2,2,7,0,1,1,0,1,1
2573,0,1,3,5,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.6,0.4,0.848528137,9,1,-1,2,-1,11,0,1,2,1,94,0,0.374165739,0.793360881,0.430116263,3.605551276,0,0.2,0.4,3,2,8,3,9,0,9,7,1,2,7,0,0,1,0,1,0
2580,0,4,1,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.4,0.70445014,6,0,-1,0,1,10,1,1,0,1,83,2,0.408411557,0.597982144,0.397492138,1,0.6,0.6,0.5,3,1,8,5,10,1,4,9,0,4,9,0,0,0,0,0,0
2584,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.8,0.3,0.632949445,11,1,-1,0,-1,11,1,1,2,1,99,2,0.315594677,0.570359463,0.368781778,2,0.5,0.8,0.2,3,0,7,0,10,3,8,3,1,4,13,0,1,1,0,1,0
2588,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.7,0.5,0.687386354,7,1,1,2,0,0,0,1,2,1,104,2,0.374165739,0.907236746,0.360138862,3.605551276,0.9,0.6,0,3,2,8,2,10,3,4,4,3,5,11,0,1,0,0,0,0
2589,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.1,-1,11,1,-1,0,-1,1,1,0,2,1,51,2,0.374165739,0.890062213,0.401746189,3.741657387,0.6,0.2,0.8,2,3,8,1,9,3,9,4,2,2,6,0,0,0,0,0,0
2590,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.2,0.447911822,11,1,-1,0,-1,4,1,1,2,1,9,2,0.316227766,0.683119969,0.394334883,3.464101615,0.9,0,0.6,4,0,7,0,8,1,11,4,0,4,8,0,1,0,0,1,0
2593,0,2,1,6,0,4,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.2,-1,7,1,1,0,1,0,1,1,2,1,98,3,0.4,0.784206184,0.330907842,3.16227766,0.4,0,0.8,4,2,7,4,9,5,9,9,0,3,11,0,1,1,0,1,0
2596,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,1.2,1.065657074,11,0,1,8,0,13,1,0,2,1,104,3,0.447213595,1.460187919,0.379473319,3.605551276,0.4,0.1,0.7,3,2,9,2,8,2,11,3,1,2,6,0,0,1,0,0,0
2601,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.1,0.501871498,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.68696542,0.36152455,3.16227766,0.6,0.2,0.2,2,1,6,0,10,2,6,5,2,5,7,0,1,1,0,0,1
2604,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.2,-1,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.659388648,0.36152455,3,0.4,0.9,0.3,0,1,8,6,9,4,12,6,2,5,6,0,0,0,0,1,0
2612,0,2,1,8,0,0,0,1,0,0,0,0,1,0,1,6,0,0,1,0.8,0.4,1.036219089,11,1,1,0,0,11,1,1,2,1,36,3,0.374165739,0.831607027,0.319061123,3.605551276,0.7,0.4,0.7,2,3,9,4,10,2,6,5,2,3,6,0,0,0,1,0,0
2614,0,4,1,3,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1.273528563,8,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.662140281,0.361939221,3.16227766,0.4,0.2,0,3,3,7,3,11,1,11,4,1,4,10,0,0,0,0,0,1
2617,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.4,0.609815546,7,1,-1,0,-1,1,1,1,2,1,80,3,0.316227766,0.756902125,-1,3.464101615,0.4,0.8,0.2,4,4,8,3,11,2,10,5,2,3,3,0,0,0,0,0,0
2618,0,2,3,7,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.9,0.6,0.908982948,7,0,1,0,1,3,1,1,2,1,15,3,0.424264069,0.823768803,0.345398321,3.464101615,0.9,0.9,0.7,1,2,8,2,6,1,6,1,0,2,3,0,0,0,0,0,0
2619,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,1.2,1.245491871,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.75261253,0.36152455,3.605551276,0.4,0.1,0.4,2,1,7,2,10,2,8,5,1,4,7,0,1,1,1,1,0
2620,0,4,1,3,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,0.7,0.970824392,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.620783296,0.368510515,2.828427125,0,0.3,0.7,3,1,10,2,9,4,1,5,0,0,9,0,1,1,1,0,0
2622,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.3,0.714142843,7,1,-1,0,-1,11,1,1,2,1,17,2,0.374165739,0.866979177,0.390384426,3.605551276,0.2,0.9,0.2,2,1,7,1,9,4,14,7,2,1,6,0,0,0,0,0,0
2632,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.2,0.2,-1,11,1,1,0,1,6,1,1,2,1,77,2,0.374165739,0.770813137,0.342052628,3.464101615,0.7,0.2,0.7,4,0,5,3,8,4,8,8,0,1,9,0,1,1,0,1,0
2637,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.2,0.2,-1,7,1,-1,0,-1,0,1,1,2,1,78,3,0.4,0.849404264,0.384837628,3.464101615,0.9,0.4,0.6,2,3,9,3,7,3,7,4,0,3,15,0,0,1,0,0,0
2641,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.8,0.2,0.87856417,7,1,-1,0,-1,0,1,1,0,1,32,1,0.316227766,0.538880842,0.36152455,2.449489743,0.5,0.2,0.7,3,3,10,4,11,1,13,2,1,5,3,0,0,0,0,0,0
2644,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.1,0.2,-1,6,1,-1,0,-1,0,1,1,2,1,66,3,0.399874981,0.725024936,0.381706694,3,0.9,0.7,0.1,1,1,8,3,8,4,8,3,2,2,5,0,1,1,1,0,1
2645,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.9,0.937749967,8,1,-1,1,0,3,1,1,0,1,102,2,0.4,0.90213246,-1,3.605551276,0.1,0.2,0.2,1,3,8,5,8,3,8,3,0,2,5,0,0,1,0,0,0
2651,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.6,0,0.658596994,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316069613,0.578756147,0.370270172,2,0.8,0,0.6,4,0,9,5,11,1,10,4,1,3,6,0,1,0,0,0,0
2653,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.738241153,7,1,-1,0,-1,1,1,1,2,1,31,3,0.423792402,0.645022262,0.448998886,2.236067978,0.8,0.2,0.8,3,2,8,3,10,2,10,6,1,2,10,0,1,1,0,1,0
2655,0,1,4,11,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,1.1,1.317668395,7,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.61918368,0.352136337,3.31662479,0,0.4,0.9,2,2,8,4,10,0,6,4,0,2,8,0,1,0,1,0,0
2656,0,2,1,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8,0.1,0.573367247,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316069613,0.591782571,0.365102725,2.449489743,0.6,0.8,0.1,4,3,8,3,9,0,10,4,1,2,8,1,1,1,0,1,0
2657,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.4,0.631961233,7,1,0,0,0,11,1,1,2,1,103,3,0.316227766,0.709949946,0.288790582,3.605551276,0.9,0.6,0.4,1,2,8,2,5,3,9,5,0,3,8,0,1,1,0,0,1
2664,0,2,3,4,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.3,1.759616436,11,0,0,9,1,9,1,1,2,1,104,3,0.515363949,1.113283803,0.414487635,3,0.9,0.9,0.9,1,3,8,3,9,3,16,5,3,2,6,0,1,1,0,0,0
2669,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.8,1.561049327,11,1,0,2,1,0,1,1,2,1,104,2,0.374165739,0.746423982,0.354964787,2.828427125,0.4,0,0.1,2,2,7,5,10,3,6,4,1,4,9,1,1,1,1,0,0
2670,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0.9,-1,9,1,-1,6,-1,14,0,1,2,1,104,0,0.479583152,0.845002323,0.460434577,3,0.4,0.9,0.2,3,2,7,1,9,1,12,4,2,4,12,0,0,0,1,0,1
2672,0,1,1,9,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.6,0.9,1.189012195,5,1,1,2,1,0,0,1,2,1,104,2,0.374165739,0.804211538,0.360138862,3.31662479,0,0.7,0.7,2,3,8,2,8,3,10,8,1,4,3,0,1,1,0,0,0
2679,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.8,0.2,0.661910115,6,1,-1,0,0,1,1,1,0,1,10,2,0.316227766,0.705146371,0.381444623,3.16227766,0.8,0.6,0.3,0,1,8,2,11,1,13,8,2,4,6,0,1,1,1,1,0
2680,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.607762289,11,1,1,0,0,14,1,1,2,1,42,2,0.4,0.624830556,0.33763886,2.236067978,0.6,0.6,0.5,2,0,9,3,11,0,12,3,4,1,3,0,1,1,1,0,0
2682,0,3,1,4,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.8,0.3,-1,7,0,1,8,0,13,-1,0,-1,1,4,2,0.565685425,1.611448068,0.441021541,3.605551276,0.1,0,0.7,3,3,8,5,12,2,5,9,0,0,7,0,1,0,0,1,0
2684,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.2,0.3,-1,9,1,-1,0,-1,1,0,1,0,1,65,3,0.316227766,0.648345001,0.352136337,3.31662479,0,0,0.6,5,2,7,2,6,4,11,3,2,3,7,0,0,1,0,0,0
2686,0,0,1,8,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0.8,0.4,0.826135582,6,1,-1,0,1,4,1,1,0,1,104,2,0.4,0.756487097,0.473286383,2.828427125,0.8,0.5,0.4,2,2,8,5,8,2,8,5,1,8,12,0,1,0,1,0,0
2688,0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.5,0,0.638846617,5,1,0,0,1,1,1,1,3,1,10,2,0.316227766,0.572149781,0.319374389,2.449489743,0.8,0.3,0.2,4,2,7,4,11,1,3,5,1,4,9,0,1,1,1,1,0
2689,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.7,0.925675429,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.705863869,0.358329457,3.464101615,0,0.3,0.9,3,3,8,3,7,2,6,10,1,0,8,0,0,1,0,0,1
2691,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.2,0.3,-1,7,1,-1,0,-1,14,1,0,2,1,82,3,0.316227766,0.793920599,-1,3.741657387,0.8,0.7,0.8,3,2,5,3,10,1,4,7,4,4,11,1,1,1,1,0,0
2700,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.714142843,7,1,-1,0,-1,11,1,0,2,1,11,2,0.316227766,0.765298516,0.368781778,3.741657387,0.8,0.8,0.6,3,2,7,2,10,1,7,11,2,2,4,1,1,0,1,0,0
2704,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.2,0.2,-1,4,1,-1,0,0,0,1,1,0,1,37,2,0.316227766,0.708697443,0.375499667,3.16227766,0.5,0.4,0.5,5,1,9,5,10,1,8,9,4,1,7,0,1,0,1,0,0
2706,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0.1,0.1,-1,7,1,-1,0,-1,0,1,1,2,1,46,3,0.4,0.780482474,0.366333182,3.464101615,0.9,0.7,0.1,3,4,6,5,6,1,13,9,1,8,9,0,1,1,0,0,0
2707,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0,0.452769257,11,0,-1,1,-1,9,1,1,2,1,61,3,0.447213595,1.000351178,0.520480547,3.31662479,0,0,0,3,2,8,2,10,4,10,2,3,0,13,0,0,0,1,0,0
2708,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0,1.21526746,11,1,-1,0,-1,7,1,1,2,1,92,3,0.374165739,0.766579825,0.392683078,3.464101615,0.7,0.7,0.4,3,2,9,6,10,1,8,4,2,3,7,0,0,0,0,1,0
2709,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0.9,1.1,0.981070844,11,1,1,1,0,3,1,0,2,1,45,3,0.4,0.882485689,0.309677251,3.741657387,0.3,0.6,0,0,3,3,5,11,3,3,6,1,2,12,0,1,1,1,0,0
2710,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0.5,0.836660027,11,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.924944716,0.370809924,3.464101615,0.9,0,0.6,2,2,10,6,10,4,16,4,1,4,9,1,1,1,0,0,0
2712,0,3,1,9,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.2,1.272546659,11,0,-1,0,-1,15,1,1,3,1,5,2,0.424264069,0.978772633,0.4,3,0.3,0.6,0.4,2,1,8,3,7,1,6,7,2,3,12,0,0,1,0,1,1
2713,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.4,0,-1,6,1,-1,0,1,1,1,1,0,1,52,2,0.374165739,0.798474786,0.359861084,3.605551276,0.1,0,0.2,1,3,8,2,8,2,8,4,2,2,6,0,1,1,1,0,0
2714,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.6,0.5,-1,7,1,-1,0,-1,11,1,1,3,1,57,2,0.423792402,0.601478894,0.373496988,1.732050808,0.2,0.9,0.1,1,2,6,2,7,3,8,5,2,1,8,0,1,0,0,0,0
2716,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3,0,1.992015311,11,0,0,9,1,17,-1,1,1,1,104,3,0.692820323,2.704323902,-1,3.464101615,0.5,0.8,0.5,4,2,8,2,10,2,6,6,3,3,5,0,1,1,1,0,1
2717,0,4,1,9,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0.9,0.3,0.630476011,6,1,-1,1,0,12,1,1,0,1,104,2,0.374165739,0.751004837,0.375499667,3.464101615,0.8,0.9,0.4,2,1,10,3,9,3,4,7,0,3,8,0,0,1,0,0,0
2718,0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.7,0.3,0.570635611,7,1,-1,0,-1,11,1,1,1,1,44,3,0.447213595,0.758083163,0.40620192,3,0.2,0.1,0.3,2,3,8,1,9,1,11,3,1,4,10,0,1,1,0,1,0
2719,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.694172169,11,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.6334022,0.320936131,2.236067978,0.7,0.9,0.1,3,3,8,3,9,2,6,4,0,3,10,0,0,1,0,0,0
2723,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,1.3,1.509138827,6,1,-1,0,1,11,1,1,0,1,104,2,0.447213595,0.610175425,0.408656335,1.414213562,0.4,0.2,0.1,4,2,8,4,9,3,11,6,3,7,9,0,0,1,0,0,0
2725,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9,0.2,0.571182983,7,1,-1,0,-1,4,1,1,3,1,104,2,0.316227766,0.59162544,0.380788655,2.645751311,0.4,0.5,0.8,3,3,9,4,8,4,10,5,0,2,7,0,0,1,1,0,0
